survived,title,surname,first name,sex,age,department,position,boarded,lifeboat,body,home
0,Mr.,Ricks,Cyril,male,23.0,Victualling,Storekeeper,S,,100.0,"Southampton, Hampshire, England"
0,Mr.,Ridout,W.,male,29.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Rimmer,Gilbert,male,27.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Roberton,George,male,19.0,Victualling,Assistant Saloon Steward,S,,127.0,"Southampton, Hampshire, England"
0,Mr.,Roberts,Frank,male,36.0,Victualling,Third Butcher,B,,231.0,"Farnborough, Hampshire, England"
0,Mr.,Roberts,Hugh,male,40.0,Victualling,Bedroom Steward,S,,93.0,"Bootle, Lancashire, England"
1,Mrs.,Roberts,Mary,female,41.0,Victualling,Saloon Steward,S,16,,"Southampton, Hampshire, England"
1,Mrs.,Robinson,Annie,female,40.0,Victualling,Stewardess,S,11,,"Southampton, Hampshire, England"
0,Mr.,Robinson,James,male,30.0,Victualling,Saloon Steward,S,,151.0,"Southampton, Hampshire, England"
0,Mr.,Rogers,Edward,male,32.0,Victualling,Assistant Storekeeper,S,,282.0,"Southampton, Hampshire, England"
0,Mr.,Rogers,Michael,male,27.0,Victualling,Saloon Steward,S,,,"Winchester, Hampshire, England"
1,Mr.,Ross,Horace,male,36.0,Victualling,Scullion,S,13,,"Southampton, Hampshire, England"
0,Mr.,Rowe,Edward,male,31.0,Victualling,Saloon 1st Class Steward,B,,,"Southampton, Hampshire, England"
1,Mr.,Rule,Samuel,male,58.0,Victualling,Bathroom Steward,B,15,,"Southampton, Hampshire, England"
0,Mr.,Russell,Boysie,male,17.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Ryan,Tom,male,27.0,Victualling,Third Class Steward,S,,264.0,"Southampton, Hampshire, England"
1,Mr.,Ryerson,William,male,32.0,Victualling,Saloon Steward,S,9,,"Southampton, Hampshire, England"
0,Mr.,Samuel,Owen,male,41.0,Victualling,Saloon Steward,S,,217.0,"Southampton, Hampshire, England"
0,Mr.,Saunders,D.,male,26.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Savage,Charles,male,23.0,Victualling,Saloon Steward,S,11,,"Southampton, Hampshire, England"
0,Mr.,Scott,John,male,21.0,Victualling,Boots Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Scovell,Robert,male,42.0,Victualling,Saloon Steward,S,,,"Freemantle, Hampshire, England"
0,Mr.,Sedunary,Sidney,male,25.0,Victualling,Third Class Steward,S,,178.0,"Southampton, Hampshire, England"
0,Mr.,Shea,John,male,39.0,Victualling,Saloon Steward,B,,11.0,"Southampton, Hampshire, England"
0,Mr.,Slight,Harry,male,35.0,Victualling,Steward,S,,21.0,"Southampton, Hampshire, England"
0,Miss,Sloan,Mary,female,28.0,Victualling,Stewardess,S,,,"Belfast, Northern Ireland"
0,Mrs.,Slocombe,Maud,female,30.0,Victualling,Turkish Bath Stewardess,S,,,"London, England"
0,Mr.,Smillie,John,male,38.0,Victualling,Saloon Steward,B,,91.0,"Southampton, Hampshire, England"
0,Mr.,Smith,Charles,male,38.0,Victualling,Bed Room Steward,S,,329.0,"Southampton, Hampshire, England"
0,Mr.,Smith,F,male,20.0,Victualling,Assistant Pantryman Steward,S,,240.0,"Southampton, Hampshire, England"
0,Miss,Smith,Katherine,female,42.0,Victualling,Stewardess,S,,,"Southampton, Hampshire, England"
0,Mrs.,Snape,Lucy,female,22.0,Victualling,Stewardess,S,,,"Witley, Surrey, England"
0,Miss,Stap,Sarah,female,47.0,Victualling,Stewardess,S,,,"Birkenhead, Cheshire, England, England"
0,Mr.,Stone,Edmond,male,26.0,Victualling,First class Bedroom Steward,S,,41.0,"Southampton, Hampshire, England"
0,Mr.,Stone,Edward,male,30.0,Victualling,First class Bedroom Steward,S,,243.0,"Southampton, Hampshire, England"
0,Mr.,Talbot,George,male,27.0,Victualling,Steward,S,,150.0,"Southampton, Hampshire, England"
0,Mr.,Taylor,William,male,21.0,Victualling,Boots Steward,S,,36.0,"Southampton, Hampshire, England"
0,Mr.,Teuton,Thomas,male,32.0,Victualling,Saloon Steward,S,,226.0,"Southampton, Hampshire, England"
0,Mr.,Toshack,James,male,30.0,Victualling,First Class Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Turner,Leopold[24],male,28.0,Victualling,First Class Saloon Steward,B,,23.0,"Church Stretton, Shropshire, England"
0,Mr.,Veal,Thomas,male,38.0,Victualling,First Class Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Wake,T.,male,32.0,Victualling,Asst. Baker,S,,,"Southampton, Hampshire, England"
0,Mrs.,Wallis,Catherine,female,35.0,Victualling,Second Class Matron,S,,,"Southampton, Hampshire, England"
0,Mr.,Walpole,James,male,48.0,Victualling,Chief Pantryman,B,,,"Southampton, Hampshire, England"
0,Miss,Walsh,Catherine,female,32.0,Victualling,Stewardess,S,,,"Southampton, Hampshire, England"
0,Mr.,Ward,Edward,male,34.0,Victualling,First Class Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Ward,Percy,male,38.0,Victualling,First Class Bedroom Steward,S,,,"Hampshire, England"
1,Mr.,Ward,William,male,36.0,Victualling,First Class Saloon Steward,S,9,,"Southampton, Hampshire, England"
0,Mr.,Wareham,Robert,male,36.0,Victualling,First Class Bedroom Steward,S,,246.0,"Southampton, Hampshire, England"
0,Mr.,Warwick,Thomas,male,35.0,Victualling,First Class Bedroom Steward,S,,,"Hampshire, England"
0,Mr.,Weatherston,Thomas,male,24.0,Victualling,First Class Bedroom Steward,B,,,"Liverpool, Lancashire, England"
1,Mr.,Weikman,Augustus,male,51.0,Victualling,First Class Barber,S,A,,"Southampton, Hampshire, England"
0,Mr.,White,Arthur,male,37.0,Victualling,Third Class Barber,S,,247.0,"Portsmouth, Hampshire, England"
0,Mr.,White,Edward,male,27.0,Victualling,Glory Hole Steward,S,,272.0,"Southampton, Hampshire, England"
0,Mr.,White,L.,male,32.0,Victualling,First Class Saloon Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Whiteley,Thomas,male,18.0,Victualling,First Class Saloon Steward,S,B,,"London, England"
0,Mr.,Whitford,A.H.,male,37.0,Victualling,Second Class Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Whittman,Henry,male,34.0,Victualling,First Class Bedroom Steward,S,,315.0,"Southampton, Hampshire, England"
1,Mr.,Widgery,James,male,37.0,Victualling,Second Class Bath Steward,S,9,,"Southampton, Hampshire, England"
1,Mr.,Wildebank,Alfred,male,39.0,Victualling,Asst. Cook,S,13,,"Southampton, Hampshire, England"
1,Mr.,Williams,Walter,male,28.0,Victualling,Second Class Saloon Steward,S,13,,"Southampton, Hampshire, England"
0,Mr.,Willis,William,male,66.0,Victualling,Third Class Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Wiltshire,W.,male,33.0,Victualling,Asst. Butcher,S,,,"Southampton, Hampshire, England"
1,Mr.,Witter,James,male,31.0,Victualling,Second Class Smoking Room Steward,S,11,,"Hampshire, England"
0,Mr.,Wood,J.T.,male,40.0,Victualling,Second Class Saloon Steward,S,,,"London, England"
0,Mr.,Wormald,Frederick,male,36.0,Victualling,First Class Saloon Steward,S,,144.0,"Southampton, Hampshire, England"
0,Mr.,Wrapson,Frederick,male,19.0,Victualling,Asst. Pantryman,S,,,"Southampton, Hampshire, England"
0,Mr.,Wright,Frederick,male,24.0,Victualling,Squash Court Steward,S,,,"London, England"
1,Mr.,Wright,William,male,40.0,Victualling,Glory Hole Steward,S,13,,"Southampton, Hampshire, England"
1,Mr.,Yearsley,Harry,male,38.0,Victualling,First Class Saloon Steward,S,9,,"Southampton, Hampshire, England"
